Albedo,Aspect,EVI,Elevation,IBI,LST_Celsius,LandCover,MNDWI,NDBI,NDVI,NightLights,Population,SAVI,Slope,latitude,longitude
2562.0722,122.29745542050202,33.06962025316456,644,4.094405107527285,28.200000000000045,10,-0.17811354994773865,-0.17848020792007446,0.3949357520786092,11.166666984558105,0.0,0.5923476617855455,11.973555708489537,18.528435545639656,73.77223947971082
6214.6161999999995,147.03049934799205,-0.09963954685890834,656,4.74121166389737,25.970000000000027,10,0.08230269700288773,-0.08806365728378296,0.03246916687641581,0.8349999785423279,0.0,0.048701707286379466,7.148581377563865,18.429108592946193,73.63288300747739
3320.1782000000003,340.6287367167896,-0.4311012728278915,606,12.113860440011024,28.78000000000003,30,-0.03437094762921333,-0.05256905406713486,0.12347440164843874,8.418333053588867,0.0,0.18519692527141612,2.946842214817015,18.54631386477207,73.75677475056902
2519.5941999999995,50.87992261514973,14.251412429378531,722,-13.570542519290846,27.260000000000048,30,-0.1597469300031662,-0.01709115318953991,0.19936771389053548,2.5991666316986084,0.0,0.29902202904277386,8.751284788917474,18.413087875219862,73.83324430444
1207.3512,244.65408972418635,-3.5177453027139878,594,5.588614884771863,29.360000000000014,30,-0.16688919067382812,-0.08096740273396424,0.2796680497925311,14.429166793823242,327.23553466796875,0.4194150591163659,1.0831804491563752,18.674122021542626,73.70872798543935
2243.4251999999997,314.98714396076764,8.143146522619851,648,5.862213430645815,30.920000000000016,20,-0.3192020058631897,-0.14220852926868818,0.5207253886010362,5.440000057220459,0.0,0.7810037776578521,12.272469958981,18.747755097573155,73.89160636857947
2022.1932000000002,345.2306080161016,4.533697632058288,571,6.078340127834067,29.470000000000027,30,-0.3338959217071533,-0.17458659410476685,0.5844094857947875,14.088333129882812,0.0,0.8765113276206127,1.9176488487662744,18.510728333430432,73.89438939154607
6492.8512,313.4781883271763,0.031326918773774894,597,5.753280086494756,29.82000000000005,30,0.13658785820007324,-0.08729659020900726,-0.01370086445930517,6.1591668128967285,0.0,-0.020550458715596333,4.707183831350351,18.514821384810517,73.69952286898555
3232.4161999999997,66.50313558512515,-2.944305381727159,951,6.313668036648308,25.680000000000007,30,-0.13356047868728638,-0.10995184630155563,0.2933291770573566,0.8600000143051147,0.0,0.4399594794669991,12.588089161856347,18.4606233609931,73.65501909417706
4739.083200000001,261.01792204368235,0.005092100602196245,576,10.157051075852166,30.000000000000057,40,0.12046511471271515,-0.07178794592618942,-0.002626470252369533,28.199167251586914,0.0,-0.003939480445332572,2.967680828201999,18.489619573178327,73.93875930716487
1302.9842,32.31411477329702,3.151824817518248,642,3.206891880625979,26.340000000000032,30,-0.5110456347465515,-0.23774145543575287,0.7604790419161677,0.9008333086967468,0.0,1.1405176967776016,18.531051417983537,18.452200567899354,73.60611436645972
3783.9352000000003,313.4801384047075,-0.3718830610490112,596,-25.34198741829382,29.500000000000057,50,-0.043635353446006775,-0.024295179173350334,0.09621802002224694,24.780000686645508,9.049939155578613,0.1443169968717414,2.021004415179285,18.502970568918546,73.88913111943432
1840.2012,150.06095439646722,2.4788624135280553,567,4.600375429435167,30.32000000000005,40,-0.4147850275039673,-0.17955156950672646,0.6456456456456456,2.746666669845581,0.0,0.9683473038909046,5.866162597569909,18.722793366446997,73.98369179259082
3427.9522,0.0,-0.3798392987582177,564,3.5397399418505984,29.58000000000004,40,-0.06527414917945862,0.03059219755232334,0.031044776119402984,26.7358341217041,20.012773513793945,0.04656368927691963,0.9274099368670311,18.597053347651723,73.80954018315835
4932.2602,46.54756325712012,-0.06702412868632708,599,7.2160384881142985,31.400000000000034,50,0.08227988332509995,-0.07282097244006273,0.027908973808501502,29.941667556762695,1067.6485595703125,0.041861213975205286,2.0220347122489106,18.668716553511228,73.79475005685964
3231.2482,264.58385630140026,-3.941204588910134,673,4.439772656854167,28.04333333333335,30,-0.11934992671012878,-0.10551948100328445,0.2527977924267975,17.90916633605957,0.0,0.3791676247413198,4.901150334198313,18.536365847970718,73.8228978408982
10646.987199999998,270.0,0.16526847555260932,549,3.5301088020759472,28.610000000000014,10,0.27469539642333984,-0.18361599743366241,-0.06959283857926653,18.675832748413086,0.0,-0.10438674591524894,0.4891308520495766,18.54467774546335,73.85470375568708
3252.6411999999996,313.48134493721494,-1.879310344827586,590,2.718500660831571,29.29000000000002,50,-0.12825194001197815,0.027573784813284874,0.10276555625392834,24.383333206176758,3643.857177734375,0.15413622436954985,1.3476168502002304,18.496083892349517,73.89805853221708
7522.048199999999,52.81003455056375,-0.05420334886932505,747,4.478353061667242,27.610000000000014,40,0.1604023277759552,-0.14336419105529785,0.021649200220628793,2.571666717529297,0.0,0.032472680892136924,3.0658973006127033,18.47592718430968,73.71661705540775
2172.4992,180.0,-1.134935304990758,590,3.1088486972885336,31.250000000000057,50,-0.25106003880500793,0.09556380691811608,0.15296462381664175,28.37583351135254,1050.8079833984375,0.2294183584506165,0.9274099368670311,18.65662736746942,73.79348569933862
2548.0032,180.0,2.200664219542038,589,4.649227065838869,30.49000000000001,30,-0.3196994960308075,-0.11267013102769852,0.46526237989652625,36.23666763305664,183.0207061767578,0.6978290993071594,0.463735342881014,18.59207728434746,73.72434976792769
5861.9032,103.33382046926158,0.09762413679710621,558,5.827290893767708,28.950000000000045,50,0.1445850431919098,-0.07196931540966034,-0.04281207751239297,43.09749984741211,3479.306640625,-0.06421522238745436,2.0100029607088925,18.54889072134597,73.88181928493178
5604.7742,270.0,0.022236340533672173,556,-4.160688473536635,29.870000000000005,40,0.04173250123858452,-0.010556621477007866,-0.007259357028377486,28.66666603088379,997.5173950195312,-0.010888522271977374,0.9784995171585383,18.5986428634146,73.8210284581905
2291.2782,100.74306995382358,-0.6081556128427467,669,6.848182800704823,29.370000000000005,50,-0.03878116235136986,-0.051833122968673706,0.11602951039570758,21.135000228881836,507.7388000488281,0.17402481278640886,2.486273670262449,18.440170262943354,73.88822370861847
495.6042,240.35460870979585,-0.09635525764558023,668,1.9526452988379273,29.860000000000014,50,-0.15273775160312653,0.15163147449493408,0.05489260143198091,29.149999618530273,3654.059814453125,0.08228980322003578,2.810421745888729,18.45969423438761,73.87267060803632
7164.1822,233.6190263966155,-0.059378491331154054,618,5.080820631415415,28.100000000000023,10,0.09014192223548889,-0.08275328692962104,0.02092904543134252,6.37333345413208,0.0,0.03139242352426441,5.456277045310761,18.69303065445956,73.69645482604888
4637.0382,180.0,-0.004488330341113106,564,30.03185080154771,30.100000000000023,50,0.060949113219976425,-0.03342749550938606,0.0015970796258270592,28.922500610351562,51.3657341003418,0.0023954828038555863,0.4637353428839794,18.511179762065677,73.95958098979008
1240.2442,90.0,8.037037037037036,552,4.241957045595132,28.736666666666736,40,-0.31617647409439087,-0.2732018530368805,0.6541070082893745,17.058334350585938,0.0,0.9809757016387266,0.489100635067144,18.53321945552318,73.95539482743585
8060.316199999999,152.19276226117915,0.10428134556574924,557,4.151932087064754,29.850000000000023,50,0.19365167617797852,-0.12229125946760178,-0.044017038853749836,43.807498931884766,3654.059814453125,-0.06602342766788216,1.0484616040019834,18.55065989961814,73.88860371480392
5612.712200000001,313.47893136834904,-0.2907610670931162,873,5.904674160899549,26.100000000000023,30,0.01741221733391285,-0.0643092691898346,0.07395082270290257,1.1458333730697632,0.0,0.1109211073623885,16.387116192197947,18.510562356200303,73.60195758481053
2210.3502,270.0,2.517387360145147,614,4.579819344914526,29.850000000000023,30,-0.5,-0.1537147736976943,0.6972361809045227,2.1608333587646484,0.0,1.0457447922118708,0.9789410940472114,18.674218376298214,73.66575377205191
1125.0462,270.0,2.4294889695615747,630,3.565809232723368,26.82000000000005,30,-0.4244920313358307,-0.24107664823532104,0.6954436450839329,3.2358334064483643,0.0,1.042957042957043,7.2926519022827305,18.43107552277346,73.79667852174165
3404.7672,46.54578323245252,-0.7410483573274271,615,4.6924462680328505,28.700000000000045,40,0.0038058990612626076,-0.09416005767844268,0.11834929992630804,1.2666666507720947,0.0,0.17751086876427677,2.6950882081958794,18.65753622138833,73.61630137483013
1375.1422,292.84986762631127,2.417151162790698,639,3.9545689828664985,27.750000000000057,40,-0.35702478885650635,-0.17028802633285522,0.5601212529471202,4.9633331298828125,0.0,0.8400404108435764,4.765945991535304,18.537244737084148,73.74609942248071
2709.9352,133.45271787103675,-0.4112641815235008,604,4.541654612188524,29.27000000000004,50,-0.04499813914299011,0.005546609411343711,0.03790849673202614,24.115833282470703,280.6517028808594,0.056857436280459334,2.0220242487128424,18.66696220552635,73.76615984421353
7592.846199999999,194.78590985360074,0.2959520987962328,603,3.1290627212830184,31.460000000000036,40,0.11736893653869629,-0.052686567164179104,-0.0630355363666556,7.265833377838135,0.0,-0.09455016439175051,1.9177945817117081,18.709461682016244,73.83112136276286
2545.9372000000003,305.42331473485785,2.573737056793223,683,3.870025566942242,28.630000000000052,20,-0.34312355518341064,-0.21036042273044586,0.5910646730318861,5.4066667556762695,0.0,0.8865171575249933,16.343787267405354,18.492415099529975,73.70786116259745
1821.9282000000003,302.2716018460827,2.3461447771751947,606,7.728160151911929,30.380000000000052,40,-0.3848787546157837,-0.08896396396396396,0.5220356768100735,6.350833415985107,32.348838806152344,0.7829508196721312,1.7365593306933926,18.697618946187895,73.91994748998209
2070.7882,23.721780969871013,-0.6819578128199877,628,7.917272518858837,28.720000000000027,50,-0.0421135239303112,-0.0799076184630394,0.16608478802992518,21.795000076293945,400.712646484375,0.24909612267797032,6.05586949779907,18.519933542115457,73.76693975234419
1356.9012,141.64057438878385,30.56451612903226,568,3.208068090227622,30.77000000000004,50,-0.22075209021568298,0.07381317019462585,0.14328922495274102,25.60416603088379,784.6761474609375,0.2148932148932149,2.3643037170840726,18.622230891219964,73.7845178422934
9138.0932,152.18952905229224,0.13288724067505106,560,3.9575911372191537,29.450000000000045,50,0.20815925300121307,-0.12747952342033386,-0.05605622626537437,28.037500381469727,3275.708740234375,-0.08408195652789979,1.0484928032716976,18.573610233195403,73.8802291578653
2987.3682000000003,46.510686043363194,-0.26751062650157087,596,11.762559415398277,31.160000000000025,30,0.02699744701385498,-0.07684319466352463,0.10260499734183945,8.53083324432373,0.0,0.15389386019314255,1.3474193218527128,18.447946857862053,73.96303943203607
2939.9512,133.448498132458,-4.653979238754325,588,2.533662972394413,30.470000000000027,40,-0.18655738234519958,0.05218781799680186,0.14125678277612463,4.415833473205566,0.0,0.2118666316618535,1.348431911932579,18.691968373794342,73.90591096902132
2344.0032,0.0,-4.257142857142857,563,5.0633534836106655,31.090000000000032,50,-0.14460036158561707,0.08376660943031311,0.03232805380776741,29.440000534057617,781.1937255859375,0.0484868206963879,0.4637353428839794,18.623272119022015,73.79201734523559
2098.5222,46.52301952030286,-0.6479939439818319,550,19.391576385440217,28.863333333333344,40,-0.07383250445127487,-0.07878245413303375,0.21594349142280525,11.15999984741211,12.327201843261719,0.3238743851683693,0.6739557580807984,18.521995307424497,73.97898538819776
4010.6312,313.4729817066933,-1.0260336906584993,626,826.0873704265186,28.860000000000014,50,-0.09032589197158813,-0.023330651223659515,0.13687436159346272,13.046666145324707,0.5561005473136902,0.20529843600383021,7.3734251631331365,18.546145309282505,73.7652768029712
3043.9561999999996,133.4666468342074,-0.3512734262373859,567,6.869076731572339,30.160000000000025,50,0.024835646152496338,-0.10101009905338287,0.12583921501118953,17.336666107177734,173.91360473632812,0.18874257681383938,1.3479813928615045,18.58353030128894,73.89356517577035
1265.1032,194.78340510628553,1.416648833725658,579,2.5491443435816175,30.190000000000055,40,-0.38609716296195984,-0.10564712239935152,0.47832369942196534,7.5308332443237305,10.47942066192627,0.717355968936247,1.9177724712968955,18.680234352865494,73.91155955383847
3221.2871999999998,144.8705160327753,1.725753871230644,599,-5.30308459912063,30.950000000000045,50,-0.16464631259441376,0.01213495132684358,0.12909617436366408,25.302499771118164,86.82209777832031,0.19362950544844926,1.7005826608753025,18.642554724948933,73.85155798764495
2853.0411999999997,133.4470902109944,-5.45320197044335,578,5.31070922873401,28.05000000000001,40,-0.1688574254512787,-0.15853836075120104,0.3854456824512535,3.433333396911621,0.0,0.5781182000174079,1.3484668800800652,18.69977340294532,73.61467078377063
7880.8052,332.192069819008,0.20813087139617753,566,3.2981814933456315,29.30333333333334,10,0.11187770217657089,-0.058173730969429016,-0.049668234233073504,27.439167022705078,113.12635803222656,-0.07449995168615325,1.048468285380938,18.555193292215638,73.90297270921447
2042.0572,133.4595503911576,1.5811455847255371,586,-0.016042584986117294,31.77000000000004,50,-0.26320892572402954,-0.005533295217901468,0.2517814726840855,38.44916534423828,492.6903076171875,0.37762736017100107,1.3481575013428788,18.62632136352767,73.84891900852035
9361.321199999998,340.6182061372603,0.08927661742231278,601,3.972337071744205,29.480000000000018,40,0.21424216032028198,-0.14665960405217507,-0.03890337976580276,4.017499923706055,0.0,-0.05835345042870224,1.4744914127164972,18.64627459946173,73.65314134099813
9202.2902,321.6608157327616,0.1875370712815324,612,3.4326770644762448,29.590000000000032,40,0.21481572091579437,-0.1420786827802658,-0.058868627128853844,5.486666679382324,0.0,-0.08830052295813597,2.363643745004327,18.498881795341685,73.69420188478875
2891.6872,321.65130354448905,7.566646001239926,580,6.199652540845083,28.610000000000014,40,-0.24238459765911102,-0.11607498675584793,0.4100453552830506,10.139166831970215,0.0,0.6150163769211389,2.363953808774919,18.55735173993993,73.72730562372006
3181.2711999999997,0.0,-1.1008342401160682,759,5.508594145944449,26.010000000000048,10,-0.07827283442020416,-0.08456258475780487,0.19542820347714102,7.37333345413208,0.0,0.29311871227364183,19.18979106276077,18.58511263585077,73.67463480733723
12713.098199999999,64.62829552292091,0.11156663754284563,621,3.4816948877186946,26.940000000000055,20,0.35575219988822937,-0.2731001675128937,-0.053299084925349176,2.1666667461395264,0.0,-0.07994702305701042,2.1635331006564207,18.475094168697638,73.74751497301371
6465.0181999999995,226.55046981857157,-0.161409561360276,578,5.239870399214396,28.630000000000052,40,0.18664270639419556,-0.20974264705882353,0.09838938496202954,2.759166717529297,0.0,0.1475779196395043,0.6742965061091301,18.68525552382099,73.67710127485182
5180.2842,298.4192324522195,0.05891450033139407,606,9.426646662221433,31.500000000000057,30,0.06380826979875565,-0.029559748427672956,-0.016028851933480266,37.17916488647461,287.6637268066406,-0.024042073628850486,3.8916844775581607,18.74084570644375,73.80389549662667
4488.1161999999995,133.44116962013265,-0.5346159911685854,588,25.077926874506492,28.750000000000057,50,-0.04759719967842102,-0.016156828953037484,0.07743261763362266,5.192500114440918,76.05015563964844,0.11614229429566608,1.3486139568880247,18.735224210747983,73.70979674810896
5848.8562,295.36897203505276,0.12667660208643816,566,6.764950949695834,29.950000000000045,50,0.09514773637056351,-0.03655955195426941,-0.040861746639366155,27.301666259765625,272.58026123046875,-0.061289891841367336,1.0822611151979749,18.496829211225506,73.95605437467097
7460.959199999999,150.65504271455308,0.07662491476151169,689,4.5134270616390335,25.52000000000004,10,0.15300384163856506,-0.09666219353675842,-0.029808027923211168,0.7366666793823242,0.0,-0.044710481309552894,7.929145934207651,18.441761736633875,73.65539078985702
5619.280199999999,0.0,0.014621826399042935,565,1.2302383852794798,29.860000000000014,30,0.00027176373987458646,0.018645006461140853,-0.004121393780442113,27.554166793823242,281.48443603515625,-0.006181801152062941,0.4637353428839794,18.64602254767588,73.75251976411104
2073.5802,199.37798358113946,1.566757493188011,613,1.941138629256985,29.420000000000016,50,-0.1984962373971939,-0.06051080673933029,0.23722209488883794,22.66583251953125,366.8421630859375,0.35579236851151597,1.4744569358598834,18.609675828100382,73.72024803737405
3541.6661999999997,295.35952826775235,-0.2377539573725539,580,6.511077418339077,30.350000000000023,50,0.09457263350486755,-0.14250539243221283,0.1145473652604714,24.30583381652832,3129.23974609375,0.17180815131727087,1.0826373716094329,18.56969139208335,73.9157843860714
7357.2101999999995,300.81161761908754,0.15404578975768943,744,3.326325276229143,28.79000000000002,30,0.40623152256011963,-0.29946205019950867,-0.0841817032928456,2.2841665744781494,0.0,-0.12626812230140064,19.169331693166356,18.41249429213439,73.97446917334484
8594.5222,180.0,0.10318396226415094,607,4.387321535588937,28.49000000000001,10,0.15498557686805725,-0.09117241379310345,-0.04033480924364651,8.385000228881836,0.0,-0.06050037907505686,2.317462738066788,18.69141888659873,73.69287155394085
1864.0312,22.86161467055645,2.296543032048974,653,3.925721798482392,27.82000000000005,20,-0.3906787633895874,-0.19732803106307983,0.6250918892428327,4.255000114440918,5.5258097648620605,0.9375229694965086,5.019917716686803,18.431489305008686,73.82360295628314
4079.5752,336.25255810828736,-0.6944770857814336,845,5.126689964023287,27.340000000000032,10,-0.021586615592241287,-0.09415001794473023,0.14841788046207935,3.5841665267944336,0.0,0.2226128444974575,6.057053289399298,18.726938361676957,73.63324913814908
4293.0552,147.66950126613668,-0.11673401321275095,568,12.368051279961591,30.650000000000034,30,0.043609023094177246,-0.05204322561621666,0.044905008635578586,36.936668395996094,445.8214111328125,0.06735335841608586,2.742034507774816,18.560189249525653,73.95475828150457
3748.5512000000003,302.3082818260342,-0.6320907617504051,650,5.395580051805177,26.250000000000057,40,-0.02839667908847332,-0.08058846741914749,0.13917101290145484,0.8891666531562805,0.0,0.20874219446922387,3.4664291185833385,18.456252018695437,73.6415902987497
1815.7142000000001,0.0,2.5386526780784098,628,4.430143185351987,26.940000000000055,50,-0.36851364374160767,-0.09288767725229263,0.4858652575957728,6.092499732971191,0.0,0.7287016246202616,1.3909630807829783,18.413274797129564,73.76481613996165
2993.6561999999994,133.44586947050803,-5.60948905109489,593,5.751009690472309,29.99000000000001,40,-0.17260755598545074,-0.05970149253731343,0.25663716814159293,2.743333339691162,0.0,0.38492361632857497,0.6743419852487819,18.70659074854254,73.93635489607576
6451.513199999999,192.57125334140227,0.051823325250796366,986,4.15652165791924,25.350000000000023,30,0.1423201709985733,-0.1020481139421463,-0.017384370015948964,0.8400000333786011,0.0,-0.026075515330329733,23.32667508864077,18.448808774057,73.67096725919475
1059.8272,46.560524152094395,2.9023823358512493,563,5.561509223802334,30.100000000000023,10,-0.2574911117553711,-0.13456833275078645,0.4445927903871829,2.134999990463257,0.0,0.6667408231368186,1.3486560413980366,18.74494309566295,73.93240902656358
9643.6242,115.38138648480333,0.17425056729965363,870,3.5722323650066015,29.100000000000023,40,0.28311842679977417,-0.18246477842330933,-0.07781748359912528,1.8866666555404663,0.0,-0.11672311261633644,1.0817669438612865,18.40081596301684,73.94357397472487
2006.2262,165.22412700485268,-0.582448873932177,614,28.81661239180855,29.370000000000005,50,-0.07407407462596893,-0.02278120629489422,0.11658031088082901,34.35333251953125,175.80174255371094,0.17484781764020205,1.9177060074483776,18.58959444486571,73.70151576507574
7044.7452,90.0,0.10698544143181514,613,3.8904664617973808,30.260000000000048,40,0.3023529350757599,-0.2051699310541153,-0.05982522966614385,6.806666851043701,0.0,-0.08973449344635721,1.4662468866403007,18.443584348366937,73.9896520809041
47.17519999999999,0.0,0.3825622775800712,651,2.6885246022153138,28.000000000000057,80,0.08444444090127945,1.0,-1.0,13.068333625793457,0.0,-1.4827586206896552,0.0,18.43792138293185,73.84288251613624
3259.7092,180.0,-1.0754039497307002,586,6.666060705115232,29.07000000000005,40,-0.06394963711500168,-0.08348794063079777,0.18736315295589615,3.361666679382324,0.0,0.2810227539291579,0.9274099368670311,18.747111037864606,73.70677331119353
3220.8442,278.3708103509498,-5.159936025589764,733,4.8430306180002205,25.950000000000045,10,-0.19254213571548462,-0.1549796760082245,0.39640608201505145,1.1116666793823242,0.0,0.594563464639484,26.582509958982325,18.508795056872525,73.62281990688673
911.8802,226.54381708719762,6.1209964412811395,569,8.65977964698633,29.30000000000001,10,-0.1726384311914444,-0.008264462809917356,0.1857451403887689,19.6299991607666,38.572845458984375,0.2785425101214575,2.69499074349201,18.645901553014085,73.73555169471398
3844.7092,295.3763711234876,-0.005841121495327103,623,-2.8649189721882458,30.57000000000005,50,0.013855582103133202,-0.0036344057880342007,0.0012085403518195246,8.487500190734863,0.0,0.0018126888217522659,1.0819665255882958,18.439552492920036,73.94129105938316
2522.6122,345.23372219263564,2.8206393054459356,670,4.351593547847325,26.700000000000045,40,-0.30946987867355347,-0.176168754696846,0.5301316521416651,1.881666660308838,0.0,0.7951237600815797,3.830956296580266,18.47364027117851,73.66976960491338
1754.5542,0.0,1.1770277251592904,580,1.7024028701181584,30.02000000000004,40,-0.3247513175010681,-0.0663917525773196,0.3592641261498029,2.327500104904175,0.0,0.5388253843121797,0.9274099368611016,18.702453859743724,73.98004738683177
3008.7642,270.0,-0.22602518566354537,562,2553.956715121886,29.57000000000005,50,-0.008287779986858368,-0.03281461447477341,0.07386563489271895,38.975833892822266,983.0232543945312,0.11078871010287523,0.9784803669525783,18.595112016677756,73.7992397459936
4610.8142,250.42415747583732,-0.3848212374223935,624,4.957155779495517,29.960000000000036,50,-0.000812724931165576,-0.05956796929240227,0.07995107305682198,9.071666717529297,13.706777572631836,0.11991994218046367,4.145024488989822,18.50576545264026,73.70177041498721
6246.573200000001,313.4825509681039,-0.047056881036902504,707,3.428023915364643,27.470000000000027,10,0.1352977603673935,-0.13160935044288635,0.009033280507131538,4.085833549499512,0.0,0.013549383938829682,3.3657120144326895,18.48878836247688,73.77052084350454
3261.1642,218.36106591785904,-0.4385454545454545,585,1.111495466633476,30.750000000000057,50,-0.10020071268081665,0.02473396621644497,0.0975886065706425,30.788333892822266,1056.292724609375,0.1463710656201958,2.3643572285604777,18.632756322129897,73.82049351566987
7878.1362,345.2169655671175,0.09494447512117309,596,5.312826085875302,31.30000000000001,50,0.15730023384094238,-0.08480993487808572,-0.04141853462696554,25.25666618347168,938.7772827148438,-0.062125723461911614,1.917769199555387,18.675818415905646,73.79674811457804
3146.8462,27.818496853319665,-0.35269176410124625,560,62.5199517808823,30.29000000000002,40,-0.02725296840071678,-0.0330500453710556,0.0912718204488778,4.175000190734863,0.0,0.13689635109300974,1.0485702727297632,18.631884917547225,73.95539372615845
1826.4532000000002,302.2826150195491,2.6672268907563024,557,3.5606239517696467,30.170000000000016,40,-0.4989619255065918,-0.25116682052612305,0.781003937007874,15.4375,0.0,1.1713617911182186,1.736031256076132,18.626256867162365,73.76672827779178
8054.7552,79.27584264605422,0.12126763644318057,625,4.048574749487783,31.590000000000032,50,0.23761746287345886,-0.1492549081447607,-0.0573627368557201,16.308334350585938,77.9371566772461,-0.08604132311572413,2.490601430525569,18.747083200634297,73.85442766457966
1192.2972000000002,285.8858449613807,0.8904691148376142,728,0.3181281367595969,29.53000000000003,50,-0.3528428077697754,-0.02265176735818386,0.32940714566156265,24.11833381652832,842.5992431640625,0.4940137389597645,5.06939941544255,18.443969807596975,73.8760047917462
6243.7052,38.362251185507795,0.15062793743739888,611,3.548421048060331,29.680000000000007,50,0.09084757417440414,-0.05278928205370903,-0.0316932803761044,7.135833263397217,11.868850708007812,-0.047537993920972646,2.3643958981057738,18.63943336959286,73.6831102367476
1981.0852000000002,232.8384206147585,-3.085914669783752,564,7.582754474935145,30.260000000000048,40,-0.160064235329628,-0.07055543641432555,0.2682926829268293,3.1491665840148926,0.0,0.40238790804013713,3.0678970144780613,18.65112603511448,73.94701666628671
14677.7812,115.36846834866721,0.1939439675502311,574,3.1241546260137016,29.920000000000016,50,0.379793256521225,-0.3017035126686096,-0.06900718265422569,31.24916648864746,1067.6485595703125,-0.10350903690278407,2.163790568116373,18.50053926976315,73.81335567383888
2629.6562,46.52153301007018,-0.1932873838777345,561,0.10033136857441188,30.24000000000001,50,-0.03755594417452812,0.008702232502400875,0.05178643115214773,34.65583419799805,3246.611083984375,0.07767185148018063,2.021066536336183,18.51305633545119,73.92502274517223
627.0332,160.60955742664092,-14.268867924528301,569,6.261765609655234,30.960000000000036,40,-0.1795348823070526,-0.19898926089703095,0.46790409899458624,3.9758334159851074,0.0,0.7015848473134906,1.4745696996568503,18.727695663903013,73.99375081855872
2819.3062,287.5432376218888,-4.090436590436591,627,5.583844099582,28.49000000000001,40,-0.1634475588798523,-0.18003512918949127,0.4141378705490265,3.9516665935516357,0.0,0.6211523283346487,3.0740632088527002,18.488879531883487,73.68073322863967
7320.1572,64.64857533774942,0.04151932933370416,558,9.075755036364052,29.720000000000027,40,0.0906563252210617,-0.047151729464530945,-0.015071753082858585,2.7833333015441895,0.0,-0.022606814494321253,1.0829604656646903,18.63193031148182,73.97720271686765
1033.0842,259.2667075256105,3.6293007769145396,577,2.6932288268145954,29.140000000000043,20,-0.4899536371231079,-0.3808606266975403,0.8391787852865698,18.40916633605957,0.0,1.2584990378447722,2.488509133560552,18.60006704907771,73.87095784134534
2860.0062,198.71463540895041,309.4871794871795,789,7.425268443461917,26.32000000000005,30,-0.22591742873191833,-0.12400983273983002,0.4150618982118294,0.9741666913032532,0.0,0.6225393277744348,25.573903862130056,18.409225488526154,73.68931383182147
